TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Orens;155166;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;155187;PPN;PPT;;;;;;;;VALIDATE
Tuy;155202;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Johan;155221;PN;FT;;;;;;;;FOUND
Mendonnedo;155238;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pero;155264;PPN;PPT;;;;;;;;VALIDATE
Dominguez;155269;PPN;PPT;;;;;;;;VALIDATE
Coria;155290;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Roberth;155316;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Silue;155334;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Pelay;155355;PPN;PPT;;;;;;;;VALIDATE
Perez;155361;PN;FT;;;;;;;;FOUND
Orden;155382;UN;UNI;;;not;;;;;UNIDENTIFIED
Santiago;155391;APLN;AT;http://sws.geonames.org/9224885; ;yes;PN; ;null;Geonames;VALIDATE
Rodrigo;155415;PPN;PPT;;;;;;;;VALIDATE
Alfonso;155423;PN;FT;;;;;;;;FOUND
Martin;155446;PN;FT;;;;;;;;FOUND
Alfonso;155453;PN;FT;;;;;;;;FOUND
Rodrigo;155476;PPN;PPT;;;;;;;;VALIDATE
Gomez;155484;PN;FT;;;;;;;;FOUND
Rodrigo;155505;PPN;PPT;;;;;;;;VALIDATE
Frolaz;155513;PPN;PPT;;;;;;;;VALIDATE
Johan;155535;PN;FT;;;;;;;;FOUND
Perez;155541;PN;FT;;;;;;;;FOUND
Ferrand;155562;PN;FT;;;;;;;;FOUND
Yuanes;155570;PPN;PPT;;;;;;;;VALIDATE
Martin;155592;PN;FT;;;;;;;;FOUND
Gil;155599;PPN;PPT;;;;;;;;VALIDATE
Andreo;155618;PPN;PPT;;;;;;;;VALIDATE
Sanctiago;155640;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rodrigo;155665;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;155673;PN;FT;;;;;;;;FOUND
Aluar;155698;PN;FT;;;;;;;;FOUND
Diaz;155704;PN;FT;;;;;;;;FOUND
Pelay;155724;PPN;PPT;;;;;;;;VALIDATE
Perez;155730;PN;FT;;;;;;;;FOUND
Diego;155751;PN;FT;;;;;;;;FOUND
Lopez;155757;PPN;PPT;;;;;;;;VALIDATE
Salcedo;155763;PPN;PPT;;;;;;;;VALIDATE
Castiella;155788;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Garci;155809;PN;FT;;;;;;;;FOUND
Suarez;155815;UN;UNI;;;not;;;;;UNIDENTIFIED
Murcia;155849;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Ferrando;155875;PN;FT;;;;;;;;FOUND
Sancho;155968;PN;FT;;;yes;APLN;;;;FOUND
Martinez;155975;PN;FT;;;yes;APLN;;;;FOUND
Xodar;155987;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;156030;PN;FT;;;;;;;;FOUND
Perez;156036;PN;FT;;;;;;;;FOUND
Toledo;156045;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Andaluzia;156082;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not;;; ;Medieval;FOUND
Gonçaluo;156103;PN;FT;;;;;;;;FOUND
Morant;156112;UN;UNI;;;not;;;;;UNIDENTIFIED
Leon;156136;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;156180;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Martin;156204;PN;FT;;;;;;;;FOUND
Ferrandez;156211;PN;FT;;;;;;;;FOUND
Aluar;156248;PN;FT;;;;;;;;FOUND
Garcia;156254;PN;FT;;;yes;APLN;;;;FOUND
Fromesta;156264;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;156317;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Connoscida;156333;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;156405;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;156430;PN;FT;;;;;;;;FOUND
Castiella;156443;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;156456;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;156466;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;156474;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;156486;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;156497;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;156508;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jaen;156518;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Yolant;156550;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Berenguella;156598;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Ferrando;156684;PN;FT; ; ;not; ; ; ; ;FOUND
Cordoua;156708;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not; ; ;null;Medieval;FOUND
Cordoua;156746;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Cordoua;157129;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Cordoua;157330;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Cordoua;159016;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
cosa;159182;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;159410;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Alfonso;159574;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant;159616;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Algarue;159738;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Alfonso;159805;PN;FT;;;yes;APLN;;;;FOUND
Molina;159816;PN;FT;;;yes;APLN;;;;FOUND
Frederic;159841;PPN;PPT;;;;;;;;VALIDATE
Enrique;159864;PN;FT;;;;;;;;FOUND
Manuel;159886;PN;FT;;;;;;;;FOUND
Ferrando;159908;PN;FT;;;;;;;;FOUND
Felipp;159932;PN;FT;;;;;;;;FOUND
Seuilla;159950;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Sancho;159973;PN;FT;;;;;;;;FOUND
Toledo;159991;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Johan;160013;PN;FT;;;;;;;;FOUND
Sanctiago;160033;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Aboabdille;160058;PPN;PPT;;;;;;;;VALIDATE
Nazar;160075;PLN;FT;http://sws.geonames.org/6359730; ;not; ; ;null;Geonames;FOUND
Granada;160088;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Mahomat;160128;PN;FT;;;;;;;;FOUND
Mahomat;160142;PN;FT; ; ;not; ; ; ; ;FOUND
Hut;160155;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Murcia;160166;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Aben;160205;PPN;PPT;;;;;;;;VALIDATE
Mahfot;160210;PPN;PPT;;;;;;;;VALIDATE
Niebla;160225;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Gaston;160264;PPN;PPT;;;;;;;;VALIDATE
Beart;160284;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Guy;160322;PPN;PPT;;;;;;;;VALIDATE
Limoges;160339;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Aparicio;160379;PPN;PPT;;;;;;;;VALIDATE
Burgos;160399;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Rodrigo;160421;PPN;PPT;;;;;;;;VALIDATE
Palenzia;160440;PPLN;GENT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;VALIDATE
Remondo;160464;PPN;PPT;;;;;;;;VALIDATE
Segouia;160483;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Pedro;160506;PN;FT;;;;;;;;FOUND
Siguença;160523;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gil;160547;PPN;PPT;;;;;;;;VALIDATE
Osma;160562;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Mathe;160582;PPN;PPT;;;;;;;;VALIDATE
Cuenca;160599;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Benito;160621;PPN;PPT;;;;;;;;VALIDATE
Auila;160639;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Aznar;160660;PPN;PPT;;;;;;;;VALIDATE
Calahorra;160677;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Lope;160702;PPN;PPT;;;;;;;;VALIDATE
Cordoua;160718;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Adam;160741;PN;FT;;;;;;;;FOUND
Placenzia;160757;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pasqual;160782;PPN;PPT;;;;;;;;VALIDATE
Jahen;160801;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Pero;160827;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Carthagena;160842;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Medieval;FOUND
Ferrando;160868;PN;FT;;;;;;;;FOUND
Ordonnez;160877;PPN;PPT;;;;;;;;VALIDATE
Orden;160901;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;160910;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Nunno;160935;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;160941;PPN;PPT;;;;;;;;VALIDATE
Alfonso;160966;PN;FT;;;;;;;;FOUND
Lopez;160974;PPN;PPT;;;;;;;;VALIDATE
Rodrigo;160995;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;161003;PPN;PPT;;;;;;;;VALIDATE
Symon;161028;PN;FT;;;;;;;;FOUND
Royz;161034;PN;FT;;;;;;;;FOUND
Alfonso;161054;PN;FT;;;;;;;;FOUND
Tellez;161062;PPN;PPT;;;;;;;;VALIDATE
Ferrand;161107;PN;FT;;;yes;APLN;;;;FOUND
Royz;161115;PN;FT;;;yes;APLN;;;;FOUND
Castro;161123;PPN;PPT;;;yes;APLN;;;;VALIDATE
Pero;161145;PPN;PPT;;;;;;;;VALIDATE
Nunnez;161150;PN;FT;;;;;;;;FOUND
Nunno;161172;PPN;PPT;;;;;;;;VALIDATE
Guillem;161178;PN;FT;;;;;;;;FOUND
Pero;161201;PPN;PPT;;;;;;;;VALIDATE
Guzman;161206;PN;FT;;;;;;;;FOUND
Rodrigo;161228;PPN;PPT;;;;;;;;VALIDATE
Alvarez;161236;PPN;PPT;;;;;;;;VALIDATE
Diago;161259;PPN;PPT;;;;;;;;VALIDATE
Gomez;161265;PN;FT;;;;;;;;FOUND
Ferrand;161286;PN;FT;;;;;;;;FOUND
Garcia;161294;PN;FT;;;;;;;;FOUND
Alfonso;161316;PN;FT;;;;;;;;FOUND
Garcia;161324;PN;FT;;;;;;;;FOUND
Diago;161346;PPN;PPT;;;;;;;;VALIDATE
Royz;161352;PN;FT;;;;;;;;FOUND
Faro;161405;PPN;PPT;;;yes;APLN;;;;VALIDATE
Johan;161441;PN;FT;;;;;;;;FOUND
Garcia;161447;PN;FT;;;;;;;;FOUND
La;161495;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Leon;161509;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pero;161526;PPN;PPT;;;;;;;;VALIDATE
Ouiedo;161542;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pero;161564;PPN;PPT;;;;;;;;VALIDATE
C'amora;161580;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pero;161603;PPN;PPT;;;;;;;;VALIDATE
Salamanca;161619;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Pero;161644;PPN;PPT;;;;;;;;VALIDATE
Astorga;161660;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Leonard;161683;PPN;PPT;;;;;;;;VALIDATE
C'ibdad;161702;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Migael;161725;PPN;PPT;;;;;;;;VALIDATE
Lugo;161743;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Johan;161763;PN;FT;;;;;;;;FOUND
Orens;161780;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;161801;PPN;PPT;;;;;;;;VALIDATE
Tuy;161816;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Johan;161835;PN;FT;;;;;;;;FOUND
Mendonnedo;161852;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pero;161878;PPN;PPT;;;;;;;;VALIDATE
Dominguez;161883;PPN;PPT;;;;;;;;VALIDATE
Coria;161904;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Robert;161930;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Silue;161947;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Pelay;161968;PPN;PPT;;;;;;;;VALIDATE
Perez;161974;PN;FT;;;;;;;;FOUND
Orden;161995;UN;UNI;;;not;;;;;UNIDENTIFIED
Sanctiago;162004;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rodrigo;162029;PPN;PPT;;;;;;;;VALIDATE
Alfonso;162037;PN;FT;;;;;;;;FOUND
Martin;162060;PN;FT;;;;;;;;FOUND
Alfonso;162067;PN;FT;;;;;;;;FOUND
Rodrigo;162090;PPN;PPT;;;;;;;;VALIDATE
Gomez;162098;PN;FT;;;;;;;;FOUND
Rodrigo;162119;PPN;PPT;;;;;;;;VALIDATE
Frolaz;162127;PPN;PPT;;;;;;;;VALIDATE
Johan;162149;PN;FT;;;;;;;;FOUND
Perez;162155;PN;FT;;;;;;;;FOUND
Ferrand;162176;PN;FT;;;;;;;;FOUND
Yuannez;162184;PPN;PPT;;;;;;;;VALIDATE
Martin;162207;PN;FT;;;;;;;;FOUND
Gil;162214;PPN;PPT;;;;;;;;VALIDATE
Andreo;162233;PPN;PPT;;;;;;;;VALIDATE
Sanctiago;162255;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rodrigo;162280;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;162288;PN;FT;;;;;;;;FOUND
Aluar;162313;PN;FT;;;;;;;;FOUND
Diaz;162319;PN;FT;;;;;;;;FOUND
Pelay;162339;PPN;PPT;;;;;;;;VALIDATE
Perez;162345;PN;FT;;;;;;;;FOUND
Castiella;162402;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Garci;162427;PN;FT;;;;;;;;FOUND
Suarez;162433;PPN;PPT;;;;;;;;VALIDATE
Murcia;162467;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Leon;162518;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;162562;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Sancho;162633;PN;FT;;;yes;APLN;;;;FOUND
Martinez;162640;PN;FT;;;yes;APLN;;;;FOUND
Xodar;162652;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ferrando;162703;PN;FT;;;;;;;;FOUND
Garcia;162744;PN;FT;;;yes;APLN;;;;FOUND
Perez;162751;PN;FT;;;;;;;;FOUND
Toledo;162760;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Andaluzia;162797;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not;;; ;Medieval;FOUND
Martin;162822;PN;FT;;;;;;;;FOUND
Ferrandez;162829;PN;FT;;;;;;;;FOUND
Aluar;162866;PN;FT;;;;;;;;FOUND
Garcia;162872;PN;FT;;;yes;APLN;;;;FOUND
Fromesta;162882;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;162935;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Connosçuda;162951;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;163023;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;163048;PN;FT;;;;;;;;FOUND
Castiella;163074;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;163088;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;163098;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;163106;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;163118;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;163129;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;163140;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;163152;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Seuilla;163238;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;163284;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
cosa;163694;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;163901;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Aluar;164040;PN;FT;;;;;;;;FOUND
Garcia;164046;PN;FT;;;yes;APLN;;;;FOUND
Fromesta;164056;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;164109;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Connosçuda;164125;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;164198;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;164223;PN;FT;;;;;;;;FOUND
Castiella;164249;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;164263;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;164273;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;164281;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;164293;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;164304;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;164315;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;164327;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Ferrando ;164363;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Connoscida;164404;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Orden;164500;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;164509;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Jahen;164538;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Jahen;164567;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Martos;164578;PLN;FT;http://sws.geonames.org/6358510; ;not;;;null;Geonames;FOUND
Jahen;164610;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Locouin;164621;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Calatraua;164653;PLN;FT; ; ;not;;; ;Medieval;FOUND
Jahen;164707;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Ferrando;164726;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;164752;PN;FT;;;;;;;;FOUND
Castiella;164765;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;164778;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;164788;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;164796;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;164808;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;164819;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;164830;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;164843;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Orden;164868;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;164877;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Jahen;165025;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Jahen;165070;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Jahen;165094;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not; ; ;null;Medieval;FOUND
Martos;165118;PLN;FT;http://sws.geonames.org/6358510; ;not;;;null;Geonames;FOUND
Martos;165143;PLN;FT;http://sws.geonames.org/6358510; ;not; ; ;null;Geonames;FOUND
Locouin;165168;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Locouin;165194;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Calatraua;165389;PLN;FT; ; ;not;;; ;Medieval;FOUND
Jahen;165446;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Alcala;165515;PLN;FT;http://pleiades.stoa.org/places/246352;Alcalá de Henares;not; ; ;null;Medieval;FOUND
Gazules;165956;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Jahen;166120;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not; ; ;null;Medieval;FOUND
Jahen;166132;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Caztalliella ;166177;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Caztalliella;166197;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cabeça;166382;PLN;FT;http://sws.geonames.org/9167635; ;not; ; ;null;Medieval;FOUND
Gazules;166396;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Gimilena;166526;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Gimilena;166596;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Esidro;166673;PN;FT; ; ;not; ; ; ; ;FOUND
E ;166748;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
alamo;167139;PLN;FT;http://sws.geonames.org/10240858; ;not; ; ;null;Geonames;FOUND
Villar;167297;PLN;FT;http://sws.geonames.org/3105143; ;not; ; ;null;Geonames;FOUND
Pardo;167311;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Torres;167489;PLN;FT;http://sws.geonames.org/6358536;Tores,Torres,trs,tuo lei si,twrys,Торрес,Տոռես,ترس,توريس,托雷斯;not;;;null;Geonames;FOUND
Auençala;167499;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Uillar;167514;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pardo;167528;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
ques;167602;PLN;FT;http://sws.geonames.org/3112580;Ques,Santa Eulalia;not; ; ;null;Geonames;FOUND
Uillar;167630;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pardo;167645;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Torres;167662;PLN;FT;http://sws.geonames.org/6358536;Tores,Torres,trs,tuo lei si,twrys,Торрес,Տոռես,ترس,توريس,托雷斯;not;;;null;Geonames;FOUND
Auençala;167672;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Torres;167710;PLN;FT;http://sws.geonames.org/6358536;Tores,Torres,trs,tuo lei si,twrys,Торрес,Տոռես,ترس,توريس,托雷斯;not;;;null;Geonames;FOUND
Auençala;167720;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Villar;167740;PLN;FT;http://sws.geonames.org/3105143; ;not; ; ;null;Geonames;FOUND
Pardo;167754;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Torres;167840;PLN;FT;http://sws.geonames.org/6358536;Tores,Torres,trs,tuo lei si,twrys,Торрес,Տոռես,ترس,توريس,托雷斯;not;;;null;Geonames;FOUND
Auençala;167850;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Villar;167876;PLN;FT;http://sws.geonames.org/3105143; ;not; ; ;null;Geonames;FOUND
Pardo;167890;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Jahen;168178;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
