Cordoua;371782;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;371793;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Iahen;371803;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;371815;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Martinez;371840;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;372345;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Yelo;372592;PLN;FT;http://sws.geonames.org/6361243;Elo,ye luo,Єло,Ело,耶洛;not; ; ;null;Geonames;FOUND
Seuilla;372618;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Palencia;372694;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Garcia;372795;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Yuannes;372875;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Garcia;372897;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Yuannes;373022;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Martinez;373134;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;373268;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Yuannes;373317;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Salteras;373429;PLN;FT;https://pleiades.stoa.org/places/256352/;Salteras;not; ; ;null;Medieval;FOUND
Garcia;373518;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;373525;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
cosa;374287;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Garcia;374381;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;374388;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Cibdat;374711;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;374745;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;374762;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;374925;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;374939;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;374949;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;374957;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;374969;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;374980;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;374991;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;375001;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;375013;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Damos;375023;PLN;FT;http://pleiades.stoa.org/places/599585; ;not; ; ;An ancient place, cited: BAtlas 61 D4 Damos;Medieval;FOUND
Garcia;375047;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;375054;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Yelo;375102;PLN;FT;http://sws.geonames.org/6361243;Elo,ye luo,Єло,Ело,耶洛;not; ; ;null;Geonames;FOUND
Seuilla;375128;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Palencia;375214;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Garcia;375279;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Pedro;375344;APLN;AT;http://sws.geonames.org/3114106;Pedro;yes;PN; ;null;Geonames;VALIDATE
Pedro;375384;APLN;AT;http://sws.geonames.org/3114106;Pedro;yes;PN; ;null;Geonames;VALIDATE
Pedro;375501;APLN;AT;http://sws.geonames.org/3114106;Pedro;yes;PN; ;null;Geonames;VALIDATE
Martinez;375595;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Salteras;375853;PLN;FT;https://pleiades.stoa.org/places/256352/;Salteras;not; ; ;null;Medieval;FOUND
Garcia;375940;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;375947;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
cosa;376726;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Garcia;376824;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;376831;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Fecha;376999;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;377156;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;377190;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;377207;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;377386;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;377400;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;377410;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;377418;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;377430;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;377441;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;377452;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;377462;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;377474;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Remondo;377547;PLN;FT;http://sws.geonames.org/6360891; ;not; ; ;null;Geonames;FOUND
Seuilla;377568;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Niebla;377625;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Santa Maria;377795;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Niebla;377859;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Santa Maria;377894;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Aluarenga;378128;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Santa Maria;378497;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Niebla;378603;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not; ; ;null;Medieval;FOUND
Piedrola;378783;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Villa;379003;PLN;FT;http://sws.geonames.org/3105769; ;not;;;null;Geonames;FOUND
Nueua;379009;PPLN;PPT;;;not;;;;;VALIDATE
Moguer;379132;PLN;FT;http://www.geonames.org/6358226/;Moger;not;;;null;Medieval;FOUND
Ual;379193;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cannas;379201;PPLN;GENT; ; ;not;;; ; ;VALIDATE
cosa;379666;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;379922;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;380083;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;380117;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;380134;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;380313;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;380327;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;380337;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;380345;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;380357;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;380368;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;380379;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;380389;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;380401;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sant Ysidro;380520;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Marina;380575;PLN;FT;http://sws.geonames.org/9179464; ;not;;;null;Geonames;FOUND
Lorenço;380583;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Martinez ;380642;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Dominguez;380713;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Suarez;380803;PPLN;PPT;;;not;;;;;VALIDATE
Miguel;380827;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Domingo;380849;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Miguel;380937;PPLN;PPT; ; ;not;;; ; ;VALIDATE
cosa;381583;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;381848;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;381997;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;382031;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;382048;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;382197;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;382210;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;382220;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;382228;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;382240;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;382251;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;382262;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;382272;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;382284;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gibraleon;382331;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Huelua;382373;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Fecha;382545;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Millan;382676;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;382692;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;382871;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;382885;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;382895;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;382903;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;382915;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;382926;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;382937;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;382947;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;382959;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;382995;APLN;AT;http://sws.geonames.org/3114106;Pedro;yes;PN; ;null;Geonames;VALIDATE
Santa Maria;383100;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Bartholome;383210;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Santa Maria;383270;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
cosa;383884;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;384148;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;384297;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;384331;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;384348;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;384499;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;384512;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;384522;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;384530;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;384542;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;384553;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;384564;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;384574;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;384586;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cordoua;384617;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Pedro;384685;APLN;AT;http://sws.geonames.org/3114106;Pedro;yes;PN; ;null;Geonames;VALIDATE
Gragera;384721;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garcia;384748;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Pedro;384764;APLN;AT;http://sws.geonames.org/3114106;Pedro;yes;PN; ;null;Geonames;VALIDATE
Bocas;384770;PLN;GENT;http://sws.geonames.org/2520881;Bogas,Bogás,Caserio Bogas,Caserío Bogás;not;;;null;Geonames;VALIDATE
Cordoua;384995;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Fecha;385354;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;385506;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;385540;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;385557;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;385739;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Leon;385755;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Andaluzia;385766;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not;;; ;Medieval;FOUND
Portugal;385845;PLN;FT;http://pleiades.stoa.org/places/991319;Portugal;not;;;null;Freeling;FOUND
Algarue;385927;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Algarue;386059;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Algarue;386126;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Algarue;386238;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Algarue;386485;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Algarue;386613;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Algarue;386698;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Algarue;387175;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Algarue;387493;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Algarue;387637;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Fecha;388063;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Millan;388198;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;388214;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;388294;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Leon;388309;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Castiella;388429;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;388443;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;388453;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;388461;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;388473;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;388484;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;388495;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;388505;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;388517;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Calatraua;388617;APLN;AT; ; ;not;;; ;Medieval;VALIDATE
Ossuna;388690;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Fayn;388750;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Fayn;388873;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Estepa;388985;PLN;FT;http://sws.geonames.org/6360996; ;not; ; ;null;Geonames;FOUND
Alcolea;389033;PLN;FT;http://sws.geonames.org/6355524;Al'kolea,Alkolea,alklya,alkwlya,Алколеа,Альколеа,Ալկոլեա,آلکلئا,الكوليا;not; ; ;null;Geonames;FOUND
cosa;389528;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;389785;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;389939;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;389973;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;389990;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;390154;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;390168;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;390178;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;390186;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;390198;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;390209;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;390220;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;390230;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;390242;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Calatraua;390351;APLN;AT; ; ;not;;; ;Medieval;VALIDATE
Ossuna;390386;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ossuna;390627;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ossuna;390761;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ossuna;390900;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ossuna;390963;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ossuna;391042;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ossuna;391209;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Calatraua;391335;APLN;AT; ; ;not;;; ;Medieval;VALIDATE
cosa;391535;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;391794;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;391948;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;391982;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;391999;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;392155;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;392168;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;392178;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;392186;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;392198;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;392209;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;392220;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;392230;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;392242;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Por;392400;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Cordoua;392448;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Santaella;392652;PLN;FT;http://sws.geonames.org/6357255; ;not; ; ;null;Geonames;FOUND
Cordoua;393200;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
cosa;393640;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Cordoua;393751;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Algarue;394345;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
La;394397;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Toledo;394411;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Seuilla;394452;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Bergonna;394569;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Loregne;394622;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Costantinopla;394695;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Belmont;394849;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Monfort;394952;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Beart;395009;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sanctiago;395064;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Burgos;395124;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Palencia;395163;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Segouia;395204;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Siguença;395242;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;395282;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;395316;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Domingo;395340;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Auila;395358;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calahorra;395394;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Cordoua;395436;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
La;395452;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Plazencia;395466;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;395507;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Cartagena;395546;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Calatraua;395604;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Leon;395939;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Ouiedo;395973;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;396009;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Salamanca;396048;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Astorga;396087;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Cibdat;396126;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;396163;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Orens;396197;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Tuy;396230;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Mendonnedo;396263;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Coria;396306;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Silue;396342;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Badalloz;396381;PLN;FT;http://sws.geonames.org/2521420/;Badajoz;not;;;null;Medieval;FOUND
