Jahen;497478;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Guadalquiuir;497485;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Taio;497707;PLN;FT; ;Tajo;not;;; ;Medieval;FOUND
Toledo;497740;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Jahen;497802;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Velasco;497828;PLN;FT;http://sws.geonames.org/3106220; ;not;;;null;Geonames;FOUND
Munnoz;497836;PLN;FT;http://sws.geonames.org/3115884;Munoz,Muñoz,QLM;not;;;null;Medieval;FOUND
Auila;497846;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Jahen;497887;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Granada;497938;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Murçia;498008;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Valençia;498026;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Taio;498236;PLN;FT; ;Tajo;not; ; ; ;Medieval;FOUND
Castiella;498280;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Aragon;498309;PLN;FT;http://sws.geonames.org/3129906/;Aragón;not;;;null;Freeling;FOUND
Nauarra;498321;PLN;FT;http://sws.geonames.org/3115609/;Navarra;not;;;null;Freeling;FOUND
Logronno;498352;PPLN;GENT;http://sws.geonames.org/6359078;Logrono,Logroño;not;;;null;Geonames;VALIDATE
Burgos;498412;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Buitrago;498447;PLN;FT;http://sws.geonames.org/6361099; ;not; ; ;null;Geonames;FOUND
Burgos;498524;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Toledo;498609;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Burgos;498619;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not; ; ;null;Geonames;FOUND
Logronno;498636;PLN;FT;http://sws.geonames.org/6359078;Logrono,Logroño;not; ; ;null;Medieval;FOUND
Logronno;498650;PLN;FT;http://sws.geonames.org/6359078;Logrono,Logroño;not;;;null;Medieval;FOUND
Castiella;498680;PLN;FT; ;Castiella;not; ; ;null;Medieval;FOUND
Nauarra;498694;PLN;FT;http://sws.geonames.org/3115609/;Navarra;not; ; ; ;Medieval;FOUND
Castiella;498779;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Leon;498794;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gil;498856;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Burgos;498869;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Taio;498919;PLN;FT; ;Tajo;not; ; ; ;Medieval;FOUND
Castiella;498951;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Leon;498966;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Leon;499003;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Portogal;499013;PLN;FT;http://pleiades.stoa.org/places/991319;Portugal;not;;; ;Medieval;FOUND
Gallizia;499027;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not; ; ;null;Medieval;FOUND
Leon;499087;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
El;500312;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Castiella;501669;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Leon;501703;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Leon;501821;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Pero;502420;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
cosa;505016;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Si;506663;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Cuenca;507720;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;507775;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Segura;507787;PLN;FT;http://pleiades.stoa.org/places/256441; ;not;;;An ancient place, cited: BAtlas 26 D2 Segura;Medieval;FOUND
Onde;508428;PLN;FT;http://sws.geonames.org/6526771; ;not; ; ;null;Medieval;FOUND
Castiella;509090;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;509103;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;509113;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;509121;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;509133;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;509144;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;509155;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;509165;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;509177;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Vbeda;509369;PPLN;PPT; ; ;not;;; ; ;VALIDATE
cosa;509872;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Algarue;510570;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Toledo;510647;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Castiella;510671;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Seuilla;510741;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
El;510757;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Montferrat;510843;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Bergonna;510896;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Loregne;510949;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Costantinopla;511019;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Belmont;511080;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Monfort;511183;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Beart;511240;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;511271;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Burgos;511285;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Palencia;511322;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Segouia;511363;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
La;511379;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Siguença;511393;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;511433;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;511467;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
La;511482;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Auila;511496;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calahorra;511532;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Cordoua;511574;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Plazencia;511611;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;511652;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
La;511666;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Cartagena;511680;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Cadiz;511723;PLN;FT;http://sws.geonames.org/2520600;CDZ,Cadice,Cadis,Cadix,Cadiz,Cai,Càdice,Cádice,Cádis,Cádiz,Gadeira,Gades,Gadir,Gaðes,Iungadir,Kadis,Kadisas,Kadiz,Kadizo,Kadyks,Kantith,La tacita de plata,jia de si,kadi s,kadiseu,kadisu,kads,kadydh,kadys,qads,qdys,Κάντιθ,Кадиз,Кадис,Кадіс,קדיס,قادس,كاديذ,کادس,کادیس,กาดิซ,კადისი,ካዲዝ,カディス,加的斯,카디스;not;;;null;Geonames;FOUND
Calatraua;511781;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Frontera;512006;PLN;FT;http://sws.geonames.org/6534185; ;not; ; ;null;Geonames;FOUND
Murçia;512499;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
El;512635;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
El;512693;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Leon;512780;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
La;512793;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Ouiedo;512807;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;512843;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;512859;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Salamanca;512873;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Astorga;512912;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Cibdat;512951;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;512990;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Orens;513024;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Tuy;513057;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Mendonnedo;513090;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Coria;513133;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Bartholome;513156;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Silue;513177;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Lorenço;513200;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Badalloz;513218;PLN;FT;http://sws.geonames.org/2521420/;Badajoz;not;;;null;Medieval;FOUND
Sanctiago;513275;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alcantara;513337;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Molina;513455;PLN;FT;http://sws.geonames.org/6359477; ;not;;;null;Medieval;FOUND
Sanctiago;513505;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;513856;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Andaluzia;513910;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not; ; ; ;Medieval;FOUND
Ouiedo;513955;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;513996;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;514012;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;514122;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Castiella;514241;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;514254;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;514264;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;514272;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;514284;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;514295;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;514306;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;514316;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;514328;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Baeça;514537;PLN;FT;https://pleiades.stoa.org/places/266099;Baeza;not;;;null;Medieval;FOUND
Cuenca;514715;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
cosa;515304;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
dias;515619;APLN;AT;http://pleiades.stoa.org/places/642516; ;yes;CN;;An ancient place, cited: BAtlas 65 unlocated Dias;Medieval;VALIDATE
Algarue;516011;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Toledo;516088;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Castiella;516109;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Seuilla;516179;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
El;516195;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Montferrat;516250;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Borgonna;516303;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Loregne;516356;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Costantinopla;516426;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Belmont;516487;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Monfort;516590;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Beart;516647;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;516678;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sanctiago;516692;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;516710;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Burgos;516724;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Palencia;516761;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Segouia;516802;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
La;516818;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Siguença;516832;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;516872;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;516906;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
La;516921;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Auila;516935;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calahorra;516971;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Cordoua;517013;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Plazencia;517050;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;517091;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
La;517105;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Cartagena;517119;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Cadiz;517162;PLN;FT;http://sws.geonames.org/2520600;CDZ,Cadice,Cadis,Cadix,Cadiz,Cai,Càdice,Cádice,Cádis,Cádiz,Gadeira,Gades,Gadir,Gaðes,Iungadir,Kadis,Kadisas,Kadiz,Kadizo,Kadyks,Kantith,La tacita de plata,jia de si,kadi s,kadiseu,kadisu,kads,kadydh,kadys,qads,qdys,Κάντιθ,Кадиз,Кадис,Кадіс,קדיס,قادس,كاديذ,کادس,کادیس,กาดิซ,კადისი,ካዲዝ,カディス,加的斯,카디스;not;;;null;Geonames;FOUND
Calatraua;517220;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Frontera;517445;PLN;FT;http://sws.geonames.org/6534185; ;not; ; ;null;Geonames;FOUND
Murçia;517938;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
El;518074;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
El;518132;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Leon;518219;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
La;518232;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Ouiedo;518246;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;518282;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;518298;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Salamanca;518312;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
La;518330;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Astorga;518344;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Cibdat;518383;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;518422;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Orens;518456;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Tuy;518489;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Mendonnedo;518522;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Coria;518565;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Bartholome;518588;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Silue;518609;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Lorenço;518632;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Badalloz;518650;PLN;FT;http://sws.geonames.org/2521420/;Badajoz;not;;;null;Medieval;FOUND
Sanctiago;518707;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alcantara;518769;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Molina;518887;PLN;FT;http://sws.geonames.org/6359477; ;not;;;null;Medieval;FOUND
Sanctiago;518936;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;519300;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Andaluzia;519354;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not; ; ; ;Medieval;FOUND
Ouiedo;519398;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;519439;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;519455;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;519564;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Castiella;519696;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Toledo;519710;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;519720;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
Gallizia;519728;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;519740;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;519751;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;519762;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;519772;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;519784;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Seuilla;520091;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
cosa;520544;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Algarue;521229;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Toledo;521306;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Castiella;521329;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Seuilla;521399;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
El;521415;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sanctiago;521472;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Monferrat;521514;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Bergonna;521566;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Loregne;521619;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Costantinopla;521689;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Belmont;521750;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Monfort;521853;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Beart;521910;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Palencia;521992;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Segouia;522033;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Osma;522103;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;522140;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Calahorra;522205;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Cordoua;522247;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Plazencia;522284;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;522325;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Cadiz;522396;PLN;FT;http://sws.geonames.org/2520600;CDZ,Cadice,Cadis,Cadix,Cadiz,Cai,Càdice,Cádice,Cádis,Cádiz,Gadeira,Gades,Gadir,Gaðes,Iungadir,Kadis,Kadisas,Kadiz,Kadizo,Kadyks,Kantith,La tacita de plata,jia de si,kadi s,kadiseu,kadisu,kads,kadydh,kadys,qads,qdys,Κάντιθ,Кадиз,Кадис,Кадіс,קדיס,قادس,كاديذ,کادس,کادیس,กาดิซ,კადისი,ካዲዝ,カディス,加的斯,카디스;not;;;null;Geonames;FOUND
Calatraua;522454;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Murcia;523179;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
El;523289;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Leon;523433;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/109101; ;not;;;An ancient place, cited: BAtlas 11 D3 Laon;Medieval;FOUND
C'amora;523496;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Astorga;523567;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Cibdat;523604;PPLN;PPT; ; ;not;;; ; ;VALIDATE
