TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Toledo;180286;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;180296;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;180304;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;180316;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;180327;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;180338;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;180348;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;180360;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cuenca;180386;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Sepades;180410;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pedro;180426;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Cuenca;180442;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Gonçaluo;180452;PN;FT;;;;;;;;FOUND
Garcia;180461;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Huepte;180482;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cuenca;180597;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Onde;180823;PLN;FT;http://sws.geonames.org/6526771; ;not; ; ;null;Medieval;FOUND
Ferrando;180928;PN;FT; ; ;not; ; ; ; ;FOUND
Dada;181186;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sanchez;181273;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonso;181318;PN;FT;;;;;;;;FOUND
Dios;181344;PN;FT;;;;;;;;FOUND
Castiella;181357;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;181370;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;181380;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;181388;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;181400;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;181411;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;181422;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;181432;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarbe;181444;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Madrid;181498;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;;null;Medieval;FOUND
Sepades;181522;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Diego;181534;PN;FT;;;;;;;;FOUND
Garcia;181540;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Nunno;181549;PN;GENT;;;;;;;;VALIDATE
Garcia;181555;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Nunno;181564;PN;GENT;;;;;;;;VALIDATE
Nunnes;181570;UN;UNI;;;not;;;;;UNIDENTIFIED
Gonçaluo;181580;PN;FT;;;;;;;;FOUND
Moriel;181589;PLN;GENT;http://sws.geonames.org/6362227; ;not;;;null;Geonames;VALIDATE
Madrid;181662;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;;null;Medieval;FOUND
Otrossi ;181936;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Dada;182464;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Johan;182527;PN;FT;;;;;;;;FOUND
Garcia;182533;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Alfonso;182575;PN;FT;;;;;;;;FOUND
Dios;182601;PN;FT;;;;;;;;FOUND
Castiella;182614;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;182627;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;182637;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;182645;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;182657;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;182668;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;182679;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;182689;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarbe;182701;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cuenca;182747;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Sepades;182796;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Gonçalo;182812;PN;FT; ; ;not; ; ; ; ;FOUND
Cuenca;182830;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Onde;183060;PLN;FT;http://sws.geonames.org/6526771; ;not; ; ;null;Medieval;FOUND
Gonçalo;183173;PN;FT; ; ;not; ; ; ; ;FOUND
Et ;183286;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Dada;183516;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;183649;PN;FT;;;;;;;;FOUND
Dios;183675;PN;FT;;;;;;;;FOUND
Castiella;183688;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;183701;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;183711;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;183719;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilia;183731;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;183742;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;183753;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;183763;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarbe;183775;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cuenca;183798;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Sepades ;183822;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sancta;183952;PPN;GENT; ;;;;;;;VALIDATE
Mayor de Cuenca;183969;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Dada;184169;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Yo;184246;UN;UNI;;;not;;;;;UNIDENTIFIED
Gonçaluo;184249;PN;FT;;;;;;;;FOUND
Ferrandez;184259;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonso;184311;PN;FT;;;;;;;;FOUND
Dios;184337;PN;FT;;;;;;;;FOUND
Castiella;184350;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;184363;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;184373;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;184381;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;184393;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;184404;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;184415;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;184425;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;184437;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sepades;184493;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sancto;184557;PLN;FT;http://sws.geonames.org/9170929; ;not;;;null;Medieval;FOUND
Domingo de Madrit;184565;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Mançanares;184701;PPLN;GENT; ; ;not;;; ; ;VALIDATE
Dada;184930;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Yo;185005;UN;UNI;;;not;;;;;UNIDENTIFIED
Gonçaluo;185008;PN;FT;;;;;;;;FOUND
FFerrandez;185017;PN;FT;;;;;;;;FOUND
Sepan;185067;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonsso;185111;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;185137;PN;FT;;;;;;;;FOUND
Castiella;185150;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;185163;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;185173;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;185181;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;185193;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;185204;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;185215;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;185225;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarbe;185237;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;185280;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Cuenca;185296;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Portogal;185508;PLN;FT;http://pleiades.stoa.org/places/991319;Portugal;not;;;null;Freeling;FOUND
Dada;185887;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Gonçaluo;185993;PN;FT;;;;;;;;FOUND
Toledo;186032;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Pero;186076;UN;UNI;;;not;;;;;UNIDENTIFIED
Martinez;186081;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Sepan;186105;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;186164;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;186189;PN;FT;;;;;;;;FOUND
Castiella;186202;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;186215;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;186225;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;186233;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;186245;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;186256;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;186267;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;186277;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;186289;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Yolant ;186324;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Ferrando;186378;PN;FT; ; ;not; ; ; ; ;FOUND
Sancho;186416;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Pedro;186429;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Johan;186441;PN;FT; ; ;not; ; ; ; ;FOUND
Jaymes;186453;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Madrit;186515;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Ferrando;186729;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonso;186765;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
cosa;187698;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecho;187955;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;188109;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant;188151;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Ferrando;188204;PN;FT; ; ;not; ; ; ; ;FOUND
Sancho;188242;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Pedro;188255;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Johan;188267;PN;FT; ; ;not; ; ; ; ;FOUND
Jaymes;188279;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Algarue;188399;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sancho;188455;PN;FT;;;;;;;;FOUND
Toledo;188476;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Castiella;188499;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Rey;188526;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Remondo;188542;PPN;PPT;;;;;;;;VALIDATE
Seuilla;188564;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
El;188580;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Fredric;188595;PN;FT; ; ;not; ; ; ; ;FOUND
El;188610;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Felipp;188625;PN;FT; ; ;not; ; ; ; ;FOUND
Guillem;188673;PN;FT;;;yes;APLN;;;;FOUND
Montserrat;188692;PPN;PPT;;;yes;APLN;;;;VALIDATE
Yugo;188732;PPN;PPT;;;;;;;;VALIDATE
Borgonna;188745;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;188768;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Henrri;188784;PPN;PPT;;;;;;;;VALIDATE
Lorregne;188799;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;188822;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Loys;188838;PN;FT;;;;;;;;FOUND
Costantinopla;188871;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Berenguela;188911;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Belmont;188931;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;188953;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Iohan;188969;PN;FT;;;;;;;;FOUND
Monfort;189035;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gaston;189072;PPN;PPT;;;;;;;;VALIDATE
Beart;189092;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;189123;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sanctiago;189137;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Burgos;189167;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Palencia;189191;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Ferrando;189212;PN;FT;;;;;;;;FOUND
Segouia;189232;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
La;189248;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Siguença;189262;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;189288;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Pedro;189305;PN;FT;;;;;;;;FOUND
Cuenca;189322;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
La;189337;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Auila;189351;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calahorra;189374;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Ferrando;189396;PN;FT;;;;;;;;FOUND
Cordoua;189416;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Pedro;189440;PN;FT;;;;;;;;FOUND
Plazencia;189457;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pascual;189479;PPN;PPT;;;;;;;;VALIDATE
Jahen;189498;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
La;189512;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Cartagena;189526;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Cadiz;189567;PLN;FT;http://sws.geonames.org/2520600;CDZ,Cadice,Cadis,Cadix,Cadiz,Cai,Càdice,Cádice,Cádis,Cádiz,Gadeira,Gades,Gadir,Gaðes,Iungadir,Kadis,Kadisas,Kadiz,Kadizo,Kadyks,Kantith,La tacita de plata,jia de si,kadi s,kadiseu,kadisu,kads,kadydh,kadys,qads,qdys,Κάντιθ,Кадиз,Кадис,Кадіс,קדיס,قادس,كاديذ,کادس,کادیس,กาดิซ,კადისი,ካዲዝ,カディス,加的斯,카디스;not;;;null;Geonames;FOUND
Iohan;189585;PN;FT;;;;;;;;FOUND
Gonçaluez;189591;PPN;PPT;;;;;;;;VALIDATE
Calatraua;189625;PN;FT;;;;;;;;FOUND
Nunno;189647;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;189653;PPN;PPT;;;;;;;;VALIDATE
Diaz;189699;PN;FT;;;yes;APLN;;;;FOUND
Vizcaya;189707;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonso;189727;PN;FT;;;;;;;;FOUND
Alfonso;189782;PN;FT;;;yes;APLN;;;;FOUND
Molina;189793;PN;FT;;;yes;APLN;;;;FOUND
Symon;189812;PN;FT;;;;;;;;FOUND
Royz;189818;PN;FT;;;;;;;;FOUND
Cameros;189831;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Iohan;189872;PN;FT;;;yes;APLN;;;;FOUND
Alfonso;189878;PN;FT;;;yes;APLN;;;;FOUND
Haro;189889;PPN;PPT;;;yes;APLN;;;;VALIDATE
Ferrando;189930;PN;FT;;;yes;APLN;;;;FOUND
Royz;189939;PN;FT;;;yes;APLN;;;;FOUND
Castro;189947;PPN;PPT;;;yes;APLN;;;;VALIDATE
Diag;189966;PPN;PPT;;;;;;;;VALIDATE
Sanchez;189971;PN;FT;;;;;;;;FOUND
Gil;190017;PPN;PPT;;;;;;;;VALIDATE
Garcia;190021;PN;FT;;;;;;;;FOUND
Ferrando ;190072;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Pedro;190109;PN;FT;;;yes;APLN;;;;FOUND
Aragon;190125;PPN;PPT;;;yes;APLN;;;;VALIDATE
Meneses;190186;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonso;190234;PN;FT;;;yes;APLN;;;;FOUND
Villalua;190253;PPN;PPT;;;yes;APLN;;;;VALIDATE
Cisneros;190325;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gomez;190346;PN;FT;;;;;;;;FOUND
Royz;190352;PN;FT;;;;;;;;FOUND
Maçanedo;190357;PPN;PPT;;;;;;;;VALIDATE
Diego;190398;PN;FT;;;yes;APLN;;;;FOUND
Haro;190413;PPN;PPT;;;yes;APLN;;;;VALIDATE
Ferrando;190455;PN;FT;;;yes;APLN;;;;FOUND
Perez;190464;PN;FT;;;yes;APLN;;;;FOUND
Guzman;190473;PN;FT;;;yes;APLN;;;;FOUND
Rodrigo;190492;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;190500;PN;FT;;;;;;;;FOUND
Henrrique;190522;PN;FT;;;;;;;;FOUND
Perez;190532;PN;FT;;;;;;;;FOUND
Rey;190560;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Diego;190598;PN;FT;;;yes;APLN;;;;FOUND
Toledo;190613;PPN;PPT;;;yes;APLN;;;;VALIDATE
Martin;190667;PN;FT;;;;;;;;FOUND
Leon;190685;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
La;190698;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Ouiedo;190712;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;190736;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;190752;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Salamanca;190766;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Astorga;190793;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Domingo;190813;PPN;PPT;;;;;;;;VALIDATE
Cibdat;190832;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Iohan;190851;PN;FT;;;;;;;;FOUND
Orense;190868;PLN;FT;http://sws.geonames.org/6477980; ;not;;;null;Geonames;FOUND
Gil;190887;PPN;PPT;;;;;;;;VALIDATE
Tuy;190902;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Munno;190918;PPN;PPT;;;;;;;;VALIDATE
Mendonnedo;190935;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Fray;190958;PPN;PPT;;;;;;;;VALIDATE
Bartholome;190963;PPN;PPT;;;;;;;;VALIDATE
Silue;190985;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Fray;191003;PPN;PPT;;;;;;;;VALIDATE
Lorenço;191008;PPN;PPT;;;;;;;;VALIDATE
Badalloz;191027;PLN;FT;http://sws.geonames.org/2521420/;Badajoz;not;;;null;Medieval;FOUND
Pelay;191048;PPN;PPT;;;;;;;;VALIDATE
Perez;191054;PN;FT;;;;;;;;FOUND
Sanctiago;191084;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;191106;PN;FT;;;;;;;;FOUND
Ferrandez;191112;PN;FT;;;;;;;;FOUND
Alcantara;191146;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Guillem;191168;PN;FT;;;;;;;;FOUND
Temple;191201;PLN;FT;http://sws.geonames.org/3108180; ;not;;;null;Geonames;FOUND
Esteuan;191220;PPN;PPT;;;;;;;;VALIDATE
Ferrandez;191228;PN;FT;;;;;;;;FOUND
Gallizia;191253;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Alfonso;191274;PN;FT;;;;;;;;FOUND
Ferrandez;191282;PN;FT;;;;;;;;FOUND
Molina;191318;PPLN;GENT;http://sws.geonames.org/6359477; ;not;;;null;Geonames;VALIDATE
Rodrigo;191337;PPN;PPT;;;;;;;;VALIDATE
Yuannes;191345;PPN;PPT;;;;;;;;VALIDATE
Sanctiago;191368;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Martinez;191416;PN;FT;;;yes;APLN;;;;FOUND
Porce;191428;PPN;PPT;;;yes;APLN;;;;VALIDATE
Martin;191446;PN;FT;;;;;;;;FOUND
Gil;191453;PPN;PPT;;;;;;;;VALIDATE
Iohan;191469;PN;FT;;;;;;;;FOUND
Ferrandez;191475;PN;FT;;;;;;;;FOUND
Batissella;191485;PPN;PPT;;;;;;;;VALIDATE
Diaz;191541;PN;FT;;;yes;APLN;;;;FOUND
Cientfuentes;191549;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gonçaluo;191578;PN;FT;;;;;;;;FOUND
Toledo;191632;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Millan;191647;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Perez;191654;PN;FT;;;;;;;;FOUND
Aellon;191663;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;191757;PN;FT;;;yes;APLN;;;;FOUND
Garcia;191763;PN;FT;;;yes;APLN;;;;FOUND
Toledo;191773;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Alfonso;191799;PN;FT;;;;;;;;FOUND
Dios;191825;PN;FT;;;;;;;;FOUND
Castiella;191838;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;191851;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;191861;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;191869;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;191881;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;191892;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;191903;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;191913;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;191925;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Maydrit;191948;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gonçaluo;191982;PN;FT;;;;;;;;FOUND
Perez;191991;PN;FT;;;;;;;;FOUND
Maydrit;192083;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ya;192108;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sancto;192174;PLN;FT;http://sws.geonames.org/9170929; ;not;;;null;Medieval;FOUND
Domingo;192182;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Onde;192313;PLN;FT;http://sws.geonames.org/6526771; ;not; ; ;null;Medieval;FOUND
Ca;192715;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Dada;192820;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Yo;192903;UN;UNI;;;not;;;;;UNIDENTIFIED
Sancho;192906;APLN;AT;http://sws.geonames.org/9170929; ;yes;PN; ;null;Geonames;VALIDATE
Perez;192913;PN;FT;;;;;;;;FOUND
Jahen;192963;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Alfonsso;193012;PN;FT;;;;;;;;FOUND
Dios;193039;PN;FT;;;;;;;;FOUND
Castiella;193052;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
